%
% index = 1100, name = bbob_f001_i02_d05__bbob_f001_i04_d05
% instance = 1, reference value = 8.333236130485220e-01
% function evaluation | indicator value | target hit
1	9.316458699373470e-01	1.000000000000000e+00
3	6.617472708223014e-01	7.943282347242810e-01
5	6.617472708223014e-01	7.943282347242810e-01
10	6.617472708223014e-01	7.943282347242810e-01
25	6.617472708223014e-01	7.943282347242810e-01
37	5.005440623743163e-01	5.011872336272720e-01
50	4.861652948372648e-01	5.011872336272720e-01
%
% index = 1101, name = bbob_f001_i03_d05__bbob_f001_i05_d05
% instance = 2, reference value = 8.333236786441970e-01
% function evaluation | indicator value | target hit
1	8.344091785021636e-01	1.000000000000000e+00
2	7.332801793682322e-01	7.943282347242810e-01
5	6.966695187175418e-01	7.943282347242810e-01
10	6.876225478794602e-01	7.943282347242810e-01
11	4.334693457196175e-01	5.011872336272720e-01
15	3.624120669319447e-01	3.981071705534970e-01
24	2.463318045147324e-01	2.511886431509580e-01
25	2.463318045147324e-01	2.511886431509580e-01
50	2.446305399505400e-01	2.511886431509580e-01
%
% index = 1102, name = bbob_f001_i07_d05__bbob_f001_i08_d05
% instance = 3, reference value = 8.333234122018010e-01
% function evaluation | indicator value | target hit
1	5.645636916479257e-01	6.309573444801930e-01
5	5.645636916479257e-01	6.309573444801930e-01
10	5.645636916479257e-01	6.309573444801930e-01
23	4.765704571928450e-01	5.011872336272720e-01
25	4.765704571928450e-01	5.011872336272720e-01
50	4.637593699153668e-01	5.011872336272720e-01
%
% index = 1103, name = bbob_f001_i09_d05__bbob_f001_i10_d05
% instance = 4, reference value = 8.333236045524181e-01
% function evaluation | indicator value | target hit
1	8.346719118492009e-01	1.000000000000000e+00
2	7.346207546431490e-01	7.943282347242810e-01
5	5.676494697929517e-01	6.309573444801930e-01
10	5.548553167118846e-01	6.309573444801930e-01
25	5.092767796392781e-01	6.309573444801930e-01
33	4.762546006959152e-01	5.011872336272720e-01
50	4.729120776768050e-01	5.011872336272720e-01
%
% index = 1104, name = bbob_f001_i11_d05__bbob_f001_i12_d05
% instance = 5, reference value = 8.333239800421350e-01
% function evaluation | indicator value | target hit
1	5.570441199655982e-01	6.309573444801930e-01
5	5.309960949431225e-01	6.309573444801930e-01
8	4.975892163092249e-01	5.011872336272720e-01
10	4.965071164807675e-01	5.011872336272720e-01
23	3.651811465700593e-01	3.981071705534970e-01
25	3.380771004934978e-01	3.981071705534970e-01
45	2.983844333168073e-01	3.162277660168380e-01
50	2.983844333168073e-01	3.162277660168380e-01
%
% index = 1105, name = bbob_f001_i13_d05__bbob_f001_i14_d05
% instance = 6, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.007831694675655e+00	1.258925411794167e+00
2	7.929797401169512e-01	7.943282347242810e-01
5	7.929797401169512e-01	7.943282347242810e-01
10	7.567543850456084e-01	7.943282347242810e-01
25	6.468011032137004e-01	7.943282347242810e-01
50	6.374466044856080e-01	7.943282347242810e-01
%
% index = 1106, name = bbob_f001_i15_d05__bbob_f001_i16_d05
% instance = 7, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.015843534890387e+00	1.258925411794167e+00
2	9.694202405227890e-01	1.000000000000000e+00
3	7.585277298116876e-01	7.943282347242810e-01
5	7.585277298116876e-01	7.943282347242810e-01
10	6.746335840088210e-01	7.943282347242810e-01
25	6.320991769939065e-01	7.943282347242810e-01
35	6.256374664880047e-01	6.309573444801930e-01
50	5.986986374727723e-01	6.309573444801930e-01
%
% index = 1107, name = bbob_f001_i17_d05__bbob_f001_i18_d05
% instance = 8, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.045570777869668e+00	1.258925411794167e+00
2	9.209451022169072e-01	1.000000000000000e+00
5	9.106661200676321e-01	1.000000000000000e+00
10	8.590534364574173e-01	1.000000000000000e+00
25	8.590534364574173e-01	1.000000000000000e+00
50	8.308777000878104e-01	1.000000000000000e+00
%
% index = 1108, name = bbob_f001_i19_d05__bbob_f001_i21_d05
% instance = 9, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.001673032686292e+00	1.258925411794167e+00
2	7.117239728004630e-01	7.943282347242810e-01
5	7.117239728004630e-01	7.943282347242810e-01
10	7.117239728004630e-01	7.943282347242810e-01
25	6.538668136528494e-01	7.943282347242810e-01
32	6.153506992696465e-01	6.309573444801930e-01
50	5.722252138553188e-01	6.309573444801930e-01
%
% index = 1109, name = bbob_f001_i21_d05__bbob_f001_i22_d05
% instance = 10, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	8.507759338116234e-01	1.000000000000000e+00
2	6.658768669066590e-01	7.943282347242810e-01
5	6.658768669066590e-01	7.943282347242810e-01
10	6.658768669066590e-01	7.943282347242810e-01
25	6.658768669066590e-01	7.943282347242810e-01
45	5.977826339435204e-01	6.309573444801930e-01
50	5.977826339435204e-01	6.309573444801930e-01
